web-scraper-order,web-scraper-start-url,name,price,country_raw,quantity,value,country,name_raw_len,bio,non_alcoholic,premium,wine_category,price_category,quantity_in_cl,price_per_10cl,country_code
1734709798-438,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709798-439,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709798-440,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709798-441,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709798-442,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709798-443,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709798-444,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709798-445,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709798-446,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709798-447,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709798-448,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709798-449,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709798-450,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709798-451,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709798-452,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709798-453,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709798-454,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709798-455,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709798-456,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709798-458,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709798-459,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709798-460,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709798-461,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709798-462,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709798-463,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709798-464,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709803-465,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
1734709803-467,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709803-468,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709803-469,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709803-470,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709803-471,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709803-472,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709803-473,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709803-474,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709803-475,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709803-476,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709803-477,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709803-478,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709803-479,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709803-480,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709803-481,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709803-482,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709803-483,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709803-484,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709803-485,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709803-487,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709803-488,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709803-489,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709803-490,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709803-491,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709803-492,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709803-493,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709807-494,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
1734709807-496,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709807-497,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709807-498,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709807-499,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709807-500,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709807-501,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709807-502,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709807-503,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709807-504,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709807-505,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709807-506,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709807-507,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709807-508,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709807-509,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709807-510,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709807-511,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709807-512,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709807-513,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709807-514,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709807-516,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709807-517,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709807-518,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709807-519,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709807-520,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709807-521,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709807-522,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709812-523,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
1734709812-525,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709812-526,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709812-527,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709812-528,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709812-529,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709812-530,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709812-531,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709812-532,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709812-533,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709812-534,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709812-535,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709812-536,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709812-537,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709812-538,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709812-539,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709812-540,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709812-541,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709812-542,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709812-543,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709812-545,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709812-546,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
